,fid,id,Planeamien,PATRICOVA.,PATRICOV_1,Planeami_1,PATFOR. De,Planeami_2,Plan Gener,Catálogo,Catálogo.,Catálog_1,Clasificac,Zonificaci,Dotaciones,Afecciones,Afeccion_1,Infraestru,Red Natura,Infraest_1,Vías pecu,DIC_TIPO,DIC_TIPO_2,DIC_DES,DIC_DES_2,Normativa,Normativ_1,Normativ_2
3395,3396,2761735XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3396,3397,2761736XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3397,3398,2761737XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3398,3399,2761738XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3399,3400,2761740XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3400,3401,2761741XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3401,3402,2761742XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3402,3403,2761743XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3403,3404,2762201XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3404,3405,2762202XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3405,3406,2762203XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3406,3407,2762204XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3407,3408,2762205XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3408,3409,2762206XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3409,3410,2762207XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3410,3411,2762301XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3411,3412,2762302XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3412,3413,2762303XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3413,3414,2762304XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3414,3415,2762306XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3415,3416,2762501XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3416,3417,2762502XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3417,3418,2762503XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3418,3419,2762504XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3419,3420,2762505XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3420,3421,2762506XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3421,3422,2762801XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3422,3423,2762802XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3423,3424,2762803XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3424,3425,2762804XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3425,3426,2762805XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3426,3427,2762806XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3427,3428,2762807XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3428,3429,2762808XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3429,3430,2762809XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
3430,3431,2762812XH9226S,Aplica,Nivel de riesgo 2,Frecuencia media (100 años) y calado alto (>0.8m),No Aplica,No Aplica,Aplica,Plan General de Ordenación Urbana de Catral. Expediente de Homologación del P.G.O.U. 1998,No Aplica,No Aplica,No Aplica,SU. Suelo Urbano,ZUR-RE. Zona urbanizada residencial,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Suelo Urbano Residencial,"Condiciones de edificabilidad para suelo urbano residencial
· Chaflanes: 3 metros (Art. 41)
· Parcela mínima: 80 m² y mínimo 4,5 mts ó fachada mínima de 6 mts (Art. 42)
· Fondo edificable máximo: 25 mts (Art. 43)
· Voladizos: se podrá volar",3 plantas
